Country.Name,Country.Code,Region,IncomeGroup,year,pop_total,perc_urban_pop,pop_in_largest_city,GDP_in_USD
Denmark,DNK,Europe & Central Asia,High income,1986,5120534,84.458,1050252,88078760103.8191
Denmark,DNK,Europe & Central Asia,High income,1987,5127024,84.565,1045180,109414423928.775
Denmark,DNK,Europe & Central Asia,High income,1988,5129516,84.671,1040126,115552846616.653
Denmark,DNK,Europe & Central Asia,High income,1989,5132594,84.777,1036500,112409222182.704
Denmark,DNK,Europe & Central Asia,High income,1990,5140939,84.843,1035290,138247285815.855
Denmark,DNK,Europe & Central Asia,High income,1991,5154298,84.871,1035100,139224688814.195
Denmark,DNK,Europe & Central Asia,High income,1992,5171370,84.898,1036008,152915654478.885
Denmark,DNK,Europe & Central Asia,High income,1993,5188628,84.925,1038026,143195627014.605
Denmark,DNK,Europe & Central Asia,High income,1994,5206180,84.952,1042122,156162386724.523
Denmark,DNK,Europe & Central Asia,High income,1995,5233373,84.979,1048351,185006881515.065
Denmark,DNK,Europe & Central Asia,High income,1996,5263074,85.006,1055625,187632346387.984
Denmark,DNK,Europe & Central Asia,High income,1997,5284991,85.033,1062331,173537647058.824
Denmark,DNK,Europe & Central Asia,High income,1998,5304219,85.06,1067321,176991934992.837
Denmark,DNK,Europe & Central Asia,High income,1999,5321799,85.086,1072211,177965188354.692
Denmark,DNK,Europe & Central Asia,High income,2000,5339616,85.1,1077131,164158739097.623
Denmark,DNK,Europe & Central Asia,High income,2001,5358783,85.15,1082059,164791442543.375
Denmark,DNK,Europe & Central Asia,High income,2002,5375931,85.25,1090481,178635163717.431
Denmark,DNK,Europe & Central Asia,High income,2003,5390574,85.36,1102529,218096033517.009
Denmark,DNK,Europe & Central Asia,High income,2004,5404523,85.566,1114726,251373002954.382
Denmark,DNK,Europe & Central Asia,High income,2005,5419432,85.856,1127024,264467336457.17
Denmark,DNK,Europe & Central Asia,High income,2006,5437272,86.098,1139475,282884947702.966
Denmark,DNK,Europe & Central Asia,High income,2007,5461438,86.293,1152295,319423424509.066
Denmark,DNK,Europe & Central Asia,High income,2008,5493621,86.487,1165516,353361038818.383
Denmark,DNK,Europe & Central Asia,High income,2009,5523095,86.654,1178851,321241303699.006
Denmark,DNK,Europe & Central Asia,High income,2010,5547683,86.795,1192357,321995279401.502
Denmark,DNK,Europe & Central Asia,High income,2011,5570572,86.957,1206959,344003137611.271
Denmark,DNK,Europe & Central Asia,High income,2012,5591572,87.142,1222732,327148943812.137
Denmark,DNK,Europe & Central Asia,High income,2013,5614932,87.292,1238601,343584391647.927
Denmark,DNK,Europe & Central Asia,High income,2014,5643475,87.41,1254630,352993631617.708
Denmark,DNK,Europe & Central Asia,High income,2015,5683483,87.526,1270867,302673070846.857
Denmark,DNK,Europe & Central Asia,High income,2016,5728010,87.642,1287337,313115929314.339
Denmark,DNK,Europe & Central Asia,High income,2017,5764980,87.757,1303974,332121063806.391
Denmark,DNK,Europe & Central Asia,High income,2018,5793636,87.874,1320826,356879499797.896
Denmark,DNK,Europe & Central Asia,High income,2019,5818553,87.994,1333888,350104327658.675
Denmark,DNK,Europe & Central Asia,High income,2020,NA,NA,NA,NA
Estonia,EST,Europe & Central Asia,High income,1960,1211537,57.533,296285,NA
Estonia,EST,Europe & Central Asia,High income,1961,1225077,58.304,303183,NA
Estonia,EST,Europe & Central Asia,High income,1962,1241623,59.072,310252,NA
Estonia,EST,Europe & Central Asia,High income,1963,1258857,59.836,317485,NA
Estonia,EST,Europe & Central Asia,High income,1964,1277086,60.596,324897,NA
Estonia,EST,Europe & Central Asia,High income,1965,1294566,61.348,332461,NA
Estonia,EST,Europe & Central Asia,High income,1966,1308597,62.097,340212,NA
Estonia,EST,Europe & Central Asia,High income,1967,1318946,62.839,348144,NA
Estonia,EST,Europe & Central Asia,High income,1968,1331214,63.577,356272,NA
Estonia,EST,Europe & Central Asia,High income,1969,1345249,64.307,364567,NA
Estonia,EST,Europe & Central Asia,High income,1970,1360076,64.947,372344,NA
Estonia,EST,Europe & Central Asia,High income,1971,1376955,65.483,379413,NA
Estonia,EST,Europe & Central Asia,High income,1972,1392518,66.017,386627,NA
Estonia,EST,Europe & Central Asia,High income,1973,1405951,66.545,393958,NA
Estonia,EST,Europe & Central Asia,High income,1974,1418169,67.069,401438,NA
Estonia,EST,Europe & Central Asia,High income,1975,1429352,67.589,409060,NA
Estonia,EST,Europe & Central Asia,High income,1976,1439576,68.106,416837,NA
Estonia,EST,Europe & Central Asia,High income,1977,1450211,68.617,424741,NA
Estonia,EST,Europe & Central Asia,High income,1978,1460188,69.124,432805,NA
Estonia,EST,Europe & Central Asia,High income,1979,1468333,69.497,439555,NA
Estonia,EST,Europe & Central Asia,High income,1980,1477219,69.711,444615,NA
Estonia,EST,Europe & Central Asia,High income,1981,1487666,69.924,449720,NA
Estonia,EST,Europe & Central Asia,High income,1982,1498414,70.136,454890,NA
Estonia,EST,Europe & Central Asia,High income,1983,1508745,70.347,460120,NA
Estonia,EST,Europe & Central Asia,High income,1984,1518617,70.558,465418,NA
Estonia,EST,Europe & Central Asia,High income,1985,1528781,70.767,470761,NA
Estonia,EST,Europe & Central Asia,High income,1986,1540190,70.975,476173,NA
Estonia,EST,Europe & Central Asia,High income,1987,1552221,71.183,481648,NA
Estonia,EST,Europe & Central Asia,High income,1988,1561900,71.39,487193,NA
Estonia,EST,Europe & Central Asia,High income,1989,1568131,71.415,485756,NA
Estonia,EST,Europe & Central Asia,High income,1990,1569174,71.231,476411,NA
Estonia,EST,Europe & Central Asia,High income,1991,1561314,71.046,467247,NA
Estonia,EST,Europe & Central Asia,High income,1992,1533091,70.86,458246,NA
Estonia,EST,Europe & Central Asia,High income,1993,1494128,70.674,449443,4006983328.923
Estonia,EST,Europe & Central Asia,High income,1994,1462514,70.487,440797,4116734613.10113
Estonia,EST,Europe & Central Asia,High income,1995,1436634,70.3,432318,4497823760.81825
Estonia,EST,Europe & Central Asia,High income,1996,1415594,70.111,423990,4780170373.2605
Estonia,EST,Europe & Central Asia,High income,1997,1399535,69.923,417567,5147710775.4734
Estonia,EST,Europe & Central Asia,High income,1998,1386156,69.733,411233,5665917232.17266
Estonia,EST,Europe & Central Asia,High income,1999,1390244,69.543,404995,5762048551.95911
Estonia,EST,Europe & Central Asia,High income,2000,1396985,69.368,400224,5694069842.43988
Estonia,EST,Europe & Central Asia,High income,2001,1388115,69.242,399611,6259257899.91943
Estonia,EST,Europe & Central Asia,High income,2002,1379350,69.116,398998,7372457379.67411
Estonia,EST,Europe & Central Asia,High income,2003,1370720,68.989,398386,9877636630.53297
Estonia,EST,Europe & Central Asia,High income,2004,1362550,68.862,397774,12144397515.528
Estonia,EST,Europe & Central Asia,High income,2005,1354775,68.735,397165,14098326078.8459
Estonia,EST,Europe & Central Asia,High income,2006,1346810,68.607,396556,17012322167.8585
Estonia,EST,Europe & Central Asia,High income,2007,1340680,68.479,395948,22445583082.398
Estonia,EST,Europe & Central Asia,High income,2008,1337090,68.351,395340,24371299252.9662
Estonia,EST,Europe & Central Asia,High income,2009,1334515,68.223,394734,19744110864.1289
Estonia,EST,Europe & Central Asia,High income,2010,1331475,68.094,394129,19693608289.0773
Estonia,EST,Europe & Central Asia,High income,2011,1327439,67.965,393525,23391530006.3166
Estonia,EST,Europe & Central Asia,High income,2012,1322696,67.974,396431,23192708981.8446
Estonia,EST,Europe & Central Asia,High income,2013,1317997,68.122,402920,25271406707.566
Estonia,EST,Europe & Central Asia,High income,2014,1314545,68.269,409523,26773473625.1921
Estonia,EST,Europe & Central Asia,High income,2015,1315407,68.416,416235,23048864242.6072
Estonia,EST,Europe & Central Asia,High income,2016,1315790,68.563,423066,24259552888.9717
Estonia,EST,Europe & Central Asia,High income,2017,1317384,68.717,429990,26951648828.5789
Estonia,EST,Europe & Central Asia,High income,2018,1321977,68.88,437027,30631142226.8533
Estonia,EST,Europe & Central Asia,High income,2019,1326590,69.051,441321,31471100656.2431
Estonia,EST,Europe & Central Asia,High income,2020,NA,NA,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1960,34615,21.383,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1961,35076,22.141,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1962,35524,22.962,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1963,35969,23.805,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1964,36406,24.669,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1965,36847,25.553,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1966,37278,26.328,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1967,37705,26.723,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1968,38124,27.122,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1969,38570,27.524,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1970,39009,27.951,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1971,39458,28.417,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1972,39925,28.888,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1973,40387,29.362,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1974,40850,29.842,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1975,41299,30.326,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1976,41722,30.815,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1977,42134,31.307,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1978,42538,31.355,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1979,42936,31.27,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1980,43337,31.186,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1981,43725,31.101,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1982,44108,31.017,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1983,44488,30.933,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1984,44891,30.849,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1985,45330,30.766,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1986,45818,30.682,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1987,46349,30.598,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1988,46830,30.515,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1989,47166,30.432,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1990,47274,30.594,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1991,47120,31.154,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1992,46739,31.872,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1993,46266,32.596,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1994,45856,33.33,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1995,45625,34.071,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1996,45615,34.822,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1997,45796,35.354,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,1998,46096,35.654,NA,1107882640.8787
Faroe Islands,FRO,Europe & Central Asia,High income,1999,46436,35.86,NA,1120280381.86979
Faroe Islands,FRO,Europe & Central Asia,High income,2000,46735,36.337,NA,1058702725.4395
Faroe Islands,FRO,Europe & Central Asia,High income,2001,46997,37.175,NA,1147654635.45922
Faroe Islands,FRO,Europe & Central Asia,High income,2002,47233,38.022,NA,1262669892.4595
Faroe Islands,FRO,Europe & Central Asia,High income,2003,47432,38.714,NA,1494011567.01125
Faroe Islands,FRO,Europe & Central Asia,High income,2004,47600,39.247,NA,1688237552.36935
Faroe Islands,FRO,Europe & Central Asia,High income,2005,47722,39.781,NA,1727792692.89133
Faroe Islands,FRO,Europe & Central Asia,High income,2006,47792,40.147,NA,1984445416.02206
Faroe Islands,FRO,Europe & Central Asia,High income,2007,47825,40.341,NA,2290133548.87301
Faroe Islands,FRO,Europe & Central Asia,High income,2008,47820,40.536,NA,2432415998.11695
Faroe Islands,FRO,Europe & Central Asia,High income,2009,47808,40.731,NA,2268387770.71014
Faroe Islands,FRO,Europe & Central Asia,High income,2010,47814,40.926,NA,2320424601.26954
Faroe Islands,FRO,Europe & Central Asia,High income,2011,47823,41.088,NA,2490807830.57351
Faroe Islands,FRO,Europe & Central Asia,High income,2012,47843,41.225,NA,2366301251.61847
Faroe Islands,FRO,Europe & Central Asia,High income,2013,47892,41.363,NA,2627049837.08135
Faroe Islands,FRO,Europe & Central Asia,High income,2014,47960,41.501,NA,2850743875.2784
Faroe Islands,FRO,Europe & Central Asia,High income,2015,48051,41.638,NA,2518096285.61661
Faroe Islands,FRO,Europe & Central Asia,High income,2016,48173,41.777,NA,2738832687.13698
Faroe Islands,FRO,Europe & Central Asia,High income,2017,48331,41.914,NA,2905102303.5333
Faroe Islands,FRO,Europe & Central Asia,High income,2018,48497,42.064,NA,3116887847.21122
Faroe Islands,FRO,Europe & Central Asia,High income,2019,48678,42.225,NA,NA
Faroe Islands,FRO,Europe & Central Asia,High income,2020,NA,NA,NA,NA
Finland,FIN,Europe & Central Asia,High income,1960,4429634,55.29,448192,5224102195.52771
Finland,FIN,Europe & Central Asia,High income,1961,4461005,56.321,455488,5921659485.03284
Finland,FIN,Europe & Central Asia,High income,1962,4491443,57.162,460973,6340580854.39073
Finland,FIN,Europe & Central Asia,High income,1963,4523309,57.998,466524,6885920328.66187
Finland,FIN,Europe & Central Asia,High income,1964,4548543,58.832,472149,7766655085.78588
Finland,FIN,Europe & Central Asia,High income,1965,4563732,59.658,477827,8589340019.02985
Finland,FIN,Europe & Central Asia,High income,1966,4580869,60.48,483581,9208524504.87684
Finland,FIN,Europe & Central Asia,High income,1967,4605744,61.295,489404,9368954010.3132
Finland,FIN,Europe & Central Asia,High income,1968,4626469,62.106,495306,8823033880.32993
Finland,FIN,Europe & Central Asia,High income,1969,4623785,62.908,501262,10070766720.5011
Finland,FIN,Europe & Central Asia,High income,1970,4606307,63.704,507298,11357516987.5425
Finland,FIN,Europe & Central Asia,High income,1971,4612124,64.523,517851,12527405512.9298
Finland,FIN,Europe & Central Asia,High income,1972,4639657,65.366,533245,14743186119.8738
Finland,FIN,Europe & Central Asia,High income,1973,4666081,66.197,549052,19472363466.6252
Finland,FIN,Europe & Central Asia,High income,1974,4690574,67.019,565351,24848821490.4679
Finland,FIN,Europe & Central Asia,High income,1975,4711440,67.831,582134,29472623242.2822
Finland,FIN,Europe & Central Asia,High income,1976,4725664,68.634,599439,31849513771.3494
Finland,FIN,Europe & Central Asia,High income,1977,4738902,69.423,617209,33499799321.2336
Finland,FIN,Europe & Central Asia,High income,1978,4752528,70.202,635531,36256160288.8087
Finland,FIN,Europe & Central Asia,High income,1979,4764690,70.97,654397,44465255686.1548
Finland,FIN,Europe & Central Asia,High income,1980,4779535,71.727,673850,53645202422.6968
Finland,FIN,Europe & Central Asia,High income,1981,4799964,72.528,686444,52448332874.07
Finland,FIN,Europe & Central Asia,High income,1982,4826933,73.373,695503,52797582336.2526
Finland,FIN,Europe & Central Asia,High income,1983,4855787,74.202,704682,50973526900.0854
Finland,FIN,Europe & Central Asia,High income,1984,4881803,75.015,713995,52888800949.7428
Finland,FIN,Europe & Central Asia,High income,1985,4902206,75.808,723405,55875863392.1719
Finland,FIN,Europe & Central Asia,High income,1986,4918154,76.567,742802,73531550551.255
Finland,FIN,Europe & Central Asia,High income,1987,4932123,77.291,773025,91594751792.2359
Finland,FIN,Europe & Central Asia,High income,1988,4946481,78,804522,109058990760.483
Finland,FIN,Europe & Central Asia,High income,1989,4964371,78.691,837210,119012054870.445
Finland,FIN,Europe & Central Asia,High income,1990,4986431,79.367,871274,141438345513.917
Finland,FIN,Europe & Central Asia,High income,1991,5013740,79.843,894705,127773856785.767
Finland,FIN,Europe & Central Asia,High income,1992,5041992,80.128,906536,112532519246.084
Finland,FIN,Europe & Central Asia,High income,1993,5066447,80.409,918491,89214114708.0254
Finland,FIN,Europe & Central Asia,High income,1994,5088333,80.688,930620,103299943084.804
Finland,FIN,Europe & Central Asia,High income,1995,5107790,80.963,942910,134189814814.815
Finland,FIN,Europe & Central Asia,High income,1996,5124573,81.223,956674,132129174216.93
Finland,FIN,Europe & Central Asia,High income,1997,5139835,81.466,971917,126912152101.707
Finland,FIN,Europe & Central Asia,High income,1998,5153498,81.707,987424,134038718291.055
Finland,FIN,Europe & Central Asia,High income,1999,5165474,81.946,1003178,135218410398.466
Finland,FIN,Europe & Central Asia,High income,2000,5176209,82.183,1019206,125706651925.557
Finland,FIN,Europe & Central Asia,High income,2001,5188008,82.368,1031639,129421029082.774
Finland,FIN,Europe & Central Asia,High income,2002,5200598,82.503,1040385,139738377564.465
Finland,FIN,Europe & Central Asia,High income,2003,5213014,82.638,1049206,171274266365.688
Finland,FIN,Europe & Central Asia,High income,2004,5228172,82.772,1058114,197116960516.514
Finland,FIN,Europe & Central Asia,High income,2005,5246096,82.905,1067073,204809103345.355
Finland,FIN,Europe & Central Asia,High income,2006,5266268,83.037,1076589,216907539831.891
Finland,FIN,Europe & Central Asia,High income,2007,5288720,83.168,1086667,256052559540.104
Finland,FIN,Europe & Central Asia,High income,2008,5313399,83.299,1098103,284553976856.599
Finland,FIN,Europe & Central Asia,High income,2009,5338871,83.429,1110266,252496526813.004
Finland,FIN,Europe & Central Asia,High income,2010,5363352,83.77,1126001,249181190476.369
Finland,FIN,Europe & Central Asia,High income,2011,5388272,84.313,1146109,275243697751.011
Finland,FIN,Europe & Central Asia,High income,2012,5413971,84.841,1166605,258304834621.605
Finland,FIN,Europe & Central Asia,High income,2013,5438972,85.125,1185883,271285280621.373
Finland,FIN,Europe & Central Asia,High income,2014,5461512,85.175,1203951,274497230802.958
Finland,FIN,Europe & Central Asia,High income,2015,5479531,85.225,1222294,234440080998.273
Finland,FIN,Europe & Central Asia,High income,2016,5495303,85.275,1240942,240607907010.383
Finland,FIN,Europe & Central Asia,High income,2017,5508214,85.325,1259875,255232257243.53
Finland,FIN,Europe & Central Asia,High income,2018,5515525,85.382,1279096,275946554578.823
Finland,FIN,Europe & Central Asia,High income,2019,5520314,85.446,1292232,269296310180.392
Finland,FIN,Europe & Central Asia,High income,2020,NA,NA,NA,NA
France,FRA,Europe & Central Asia,High income,1960,46621669,61.88,7410735,62225478000.8822
France,FRA,Europe & Central Asia,High income,1961,47240543,62.607,7539888,67461644222.0352
France,FRA,Europe & Central Asia,High income,1962,47904877,63.489,7650751,75607529809.9288
France,FRA,Europe & Central Asia,High income,1963,48582611,64.702,7718298,84759195105.8693
France,FRA,Europe & Central Asia,High income,1964,49230595,65.898,7786535,94007851047.3678
France,FRA,Europe & Central Asia,High income,1965,49818028,67.071,7855185,101537248148.427
France,FRA,Europe & Central Asia,High income,1966,50330262,68.225,7924537,110045852177.928
France,FRA,Europe & Central Asia,High income,1967,50775794,69.357,7994501,118972977486.207
France,FRA,Europe & Central Asia,High income,1968,51175508,70.238,8065180,129785441507.456
France,FRA,Europe & Central Asia,High income,1969,51561836,70.648,8136287,141903068680.309
France,FRA,Europe & Central Asia,High income,1970,51957738,71.055,8208121,148456359985.827
France,FRA,Europe & Central Asia,High income,1971,52371342,71.459,8280588,165966615366.402
France,FRA,Europe & Central Asia,High income,1972,52793138,71.86,8353797,203494148244.473
France,FRA,Europe & Central Asia,High income,1973,53207734,72.256,8427449,264429876252.21
France,FRA,Europe & Central Asia,High income,1974,53592233,72.65,8501853,285552373158.756
France,FRA,Europe & Central Asia,High income,1975,53931390,72.926,8557844,360832186018.051
France,FRA,Europe & Central Asia,High income,1976,54220022,72.997,8580055,372319038514.067
France,FRA,Europe & Central Asia,High income,1977,54467702,73.068,8602261,410279486493.715
France,FRA,Europe & Central Asia,High income,1978,54691851,73.14,8624556,506707848837.209
France,FRA,Europe & Central Asia,High income,1979,54917118,73.211,8646908,613953129818.07
France,FRA,Europe & Central Asia,High income,1980,55161527,73.282,8669349,701288419745.421
France,FRA,Europe & Central Asia,High income,1981,55430296,73.352,8691787,615552202776.101
France,FRA,Europe & Central Asia,High income,1982,55718933,73.425,8731086,584877732308.614
France,FRA,Europe & Central Asia,High income,1983,56023770,73.5,8805496,559869179791.72
France,FRA,Europe & Central Asia,High income,1984,56337666,73.575,8880643,530683779929.445
France,FRA,Europe & Central Asia,High income,1985,56654696,73.65,8956222,553138414367.061
France,FRA,Europe & Central Asia,High income,1986,56976123,73.725,9032550,771470783218.108
France,FRA,Europe & Central Asia,High income,1987,57302663,73.8,9109528,934173305685.911
France,FRA,Europe & Central Asia,High income,1988,57627105,73.875,9187270,1018847043277.17
France,FRA,Europe & Central Asia,High income,1989,57940212,73.95,9265459,1025211803413.53
France,FRA,Europe & Central Asia,High income,1990,58235697,74.056,9330327,1269179616913.63
France,FRA,Europe & Central Asia,High income,1991,58559311,74.229,9366009,1269276828275.78
France,FRA,Europe & Central Asia,High income,1992,58851217,74.401,9401876,1401465923172.24
France,FRA,Europe & Central Asia,High income,1993,59106768,74.572,9437781,1322815612694
France,FRA,Europe & Central Asia,High income,1994,59327192,74.743,9473873,1393982750472.59
France,FRA,Europe & Central Asia,High income,1995,59541899,74.912,9510103,1601094756209.75
France,FRA,Europe & Central Asia,High income,1996,59753100,75.082,9546522,1605675086549.56
France,FRA,Europe & Central Asia,High income,1997,59964851,75.25,9582980,1452884917959.09
France,FRA,Europe & Central Asia,High income,1998,60186288,75.417,9619628,1503108739159.44
France,FRA,Europe & Central Asia,High income,1999,60496718,75.614,9666887,1492647560196.04
France,FRA,Europe & Central Asia,High income,2000,60912500,75.871,9736538,1362248940482.77
France,FRA,Europe & Central Asia,High income,2001,61357430,76.127,9806497,1376465324384.79
France,FRA,Europe & Central Asia,High income,2002,61805267,76.38,9877056,1494286655373.61
France,FRA,Europe & Central Asia,High income,2003,62244886,76.632,9948123,1840480812641.08
France,FRA,Europe & Central Asia,High income,2004,62704895,76.883,10019801,2115742488204.62
France,FRA,Europe & Central Asia,High income,2005,63179351,77.13,10091795,2196126103718.44
France,FRA,Europe & Central Asia,High income,2006,63621381,77.377,10164407,2318593651988.46
France,FRA,Europe & Central Asia,High income,2007,64016225,77.621,10237542,2657213249384.07
France,FRA,Europe & Central Asia,High income,2008,64374984,77.868,10311304,2918382891460.38
France,FRA,Europe & Central Asia,High income,2009,64707040,78.117,10385393,2690222283967.77
France,FRA,Europe & Central Asia,High income,2010,65027507,78.369,10460118,2642609548930.36
France,FRA,Europe & Central Asia,High income,2011,65342780,78.622,10514232,2861408170264.6
France,FRA,Europe & Central Asia,High income,2012,65659809,78.878,10568701,2683825225092.63
France,FRA,Europe & Central Asia,High income,2013,65998687,79.135,10623301,2811077725703.59
France,FRA,Europe & Central Asia,High income,2014,66312067,79.394,10678259,2852165760630.27
France,FRA,Europe & Central Asia,High income,2015,66548272,79.655,10733502,2438207896251.84
France,FRA,Europe & Central Asia,High income,2016,66724104,79.917,10789031,2471285607081.72
France,FRA,Europe & Central Asia,High income,2017,66864379,80.18,10844847,2595151045197.65
France,FRA,Europe & Central Asia,High income,2018,66965912,80.444,10900952,2787863958885.49
France,FRA,Europe & Central Asia,High income,2019,67059887,80.709,10958187,2715518274227.45
France,FRA,Europe & Central Asia,High income,2020,NA,NA,NA,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1960,3645600,43.069,717766,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1961,3703600,43.559,734021,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1962,3760300,44.051,750667,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1963,3816100,44.544,767690,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1964,3870300,45.039,785124,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1965,3921600,45.534,802904,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1966,3966700,46.03,821112,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1967,4005800,46.527,839733,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1968,4042300,47.025,858803,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1969,4080300,47.522,878251,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1970,4119900,48.006,897244,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1971,4163000,48.474,915529,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1972,4205300,48.942,934213,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1973,4242500,49.409,953226,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1974,4279500,49.876,972652,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1975,4311200,50.344,992474,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1976,4342400,50.812,1012728,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1977,4372100,51.279,1033338,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1978,4397700,51.747,1054397,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1979,4430200,52.156,1073531,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1980,4467700,52.497,1090199,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1981,4504500,52.836,1107079,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1982,4542800,53.176,1124245,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1983,4582900,53.516,1141676,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1984,4622200,53.855,1159403,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1985,4662900,54.194,1177355,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1986,4704500,54.532,1195610,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1987,4743500,54.87,1214148,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1988,4790700,55.208,1232999,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1989,4803300,55.277,1236979,NA
Georgia,GEO,Europe & Central Asia,Upper middle income,1990,4802000,55.038,1223833,7753501867.76095
Georgia,GEO,Europe & Central Asia,Upper middle income,1991,4835900,54.799,1210826,6357615894.03974
Georgia,GEO,Europe & Central Asia,Upper middle income,1992,4873500,54.559,1197940,3690328963.64086
Georgia,GEO,Europe & Central Asia,Upper middle income,1993,4911100,54.32,1185226,2701181331.30816
Georgia,GEO,Europe & Central Asia,Upper middle income,1994,4836076,54.08,1172630,2513870586.73344
Georgia,GEO,Europe & Central Asia,Upper middle income,1995,4657722,53.841,1160168,2693731865.97036
Georgia,GEO,Europe & Central Asia,Upper middle income,1996,4491699,53.6,1147821,3094935186.76896
Georgia,GEO,Europe & Central Asia,Upper middle income,1997,4349913,53.36,1135639,3510520231.21387
Georgia,GEO,Europe & Central Asia,Upper middle income,1998,4243607,53.12,1123569,3613498174.54701
Georgia,GEO,Europe & Central Asia,Upper middle income,1999,4157192,52.879,1111629,2800026339.12617
Georgia,GEO,Europe & Central Asia,Upper middle income,2000,4077131,52.638,1099798,3057475288.78105
Georgia,GEO,Europe & Central Asia,Upper middle income,2001,4014373,52.398,1088126,3219488663.77231
Georgia,GEO,Europe & Central Asia,Upper middle income,2002,3978515,52.441,1081561,3395728013.84524
Georgia,GEO,Europe & Central Asia,Upper middle income,2003,3951736,52.83,1081297,3991284895.37214
Georgia,GEO,Europe & Central Asia,Upper middle income,2004,3927340,53.218,1081032,5125365191.98664
Georgia,GEO,Europe & Central Asia,Upper middle income,2005,3902469,53.605,1080767,6410823633.25426
Georgia,GEO,Europe & Central Asia,Upper middle income,2006,3880347,53.992,1080503,7745394293.41721
Georgia,GEO,Europe & Central Asia,Upper middle income,2007,3860158,54.379,1080238,10172882370.5477
